名称,类型,状态,路径,来源
苏米德罗峡谷,attraction,失败-保留旧URL,https://picsum.photos/seed/77866a5b48ef/800/800,all_failed
基督救世主雕像,attraction,成功,/images/landmarks/55436a3ab6c4.jpg,bing:基督救世主雕像 景点 风景
伊瓜苏瀑布,attraction,成功,/images/landmarks/7544d626be9c.jpg,bing:伊瓜苏瀑布 景点 风景
科帕卡巴纳海滩,attraction,成功,/images/landmarks/30e739f4bc61.jpg,baike_og
糖面包山,attraction,失败-保留旧URL,https://picsum.photos/seed/cec0eb23ef01/800/800,all_failed
亚马逊雨林,attraction,成功,/images/landmarks/221781ddceea.jpg,bing:亚马逊雨林 景点 风景
萨尔瓦多古城,attraction,成功,/images/landmarks/f6120cc7d280.jpg,baike_og
千湖沙漠,attraction,成功,/images/landmarks/0da3da12692f.jpg,baike_og
佩里托莫雷诺冰川,attraction,成功,/images/landmarks/bfa520dd7f26.jpg,bing:佩里托莫雷诺冰川 景点 风景
乌斯怀亚灯塔,attraction,成功,/images/landmarks/cdd696dc8dc8.jpg,bing:乌斯怀亚灯塔 景点 风景
布宜诺斯艾利斯方尖碑,attraction,成功,/images/landmarks/91d22a7515f0.jpg,baike_og
巴里洛切湖区,attraction,成功,/images/landmarks/b750131422dd.jpg,bing:巴里洛切湖区 景点 风景
马丘比丘,attraction,成功,/images/landmarks/bb62a6a6189e.jpg,cache
库斯科古城,attraction,成功,/images/landmarks/a8e78714e44b.jpg,baike_og
纳斯卡线条,attraction,成功,/images/landmarks/240d00d1a6ff.jpg,baike_og
彩虹山,attraction,成功,/images/landmarks/2bf89bcdf46a.jpg,bing:彩虹山 景点 风景
的的喀喀湖,attraction,成功,/images/landmarks/27d350ac02e6.jpg,bing:的的喀喀湖 景点 风景
科尔卡大峡谷,attraction,成功,/images/landmarks/5830f915ab86.jpg,baike_og
乌尤尼盐沼,attraction,成功,/images/landmarks/9ffdd320bc1a.jpg,cache
月亮谷,attraction,成功,/images/landmarks/55ec505e7b51.jpg,baike_og
蒂瓦纳库遗址,attraction,成功,/images/landmarks/8617fe5091c9.jpg,bing:蒂瓦纳库遗址 景点 风景
悉尼歌剧院,attraction,成功,/images/landmarks/956ef4886b88.jpg,baike_og
大堡礁,attraction,成功,/images/landmarks/b681ee84790d.jpg,cache
大洋路十二门徒,attraction,成功,/images/landmarks/b30235580008.jpg,bing:大洋路十二门徒 景点 风景
乌鲁鲁巨岩,attraction,成功,/images/landmarks/cd61991ce416.jpg,bing:乌鲁鲁巨岩 景点 风景
黄金海岸,attraction,成功,/images/landmarks/6187648b9b17.jpg,cache
袋鼠岛,attraction,成功,/images/landmarks/286c25244a1c.jpg,cache
蓝山国家公园,attraction,成功,/images/landmarks/b3aeafc805bb.jpg,baike_og
大奥特威国家公园,attraction,成功,/images/landmarks/e41005e4f2b5.jpg,bing:大奥特威国家公园 景点 风景
白天堂沙滩,attraction,成功,/images/landmarks/00f966a3bc9b.jpg,bing:白天堂沙滩 景点 风景
米尔福德峡湾,attraction,成功,/images/landmarks/2c98a7ec2c17.jpg,cache
霍比屯,attraction,成功,/images/landmarks/612eb9a19d3a.jpg,cache
皇后镇蹦极,attraction,成功,/images/landmarks/b5c69e478af7.jpg,bing:皇后镇蹦极 景点 风景
库克山国家公园,attraction,成功,/images/landmarks/0c6798c9c930.jpg,bing:库克山国家公园 景点 风景
罗托鲁瓦地热,attraction,成功,/images/landmarks/f9f3d248836f.jpg,bing:罗托鲁瓦地热 景点 风景
蒂卡波湖,attraction,成功,/images/landmarks/d6cf820f08a8.jpg,cache
福克斯冰川,attraction,成功,/images/landmarks/1410956ac545.jpg,cache
怀托摩萤火虫洞,attraction,成功,/images/landmarks/f771c7fd5829.jpg,bing:怀托摩萤火虫洞 景点 风景
楠迪沙滩,attraction,成功,/images/landmarks/0cdcddc1cdb2.jpg,bing:楠迪沙滩 景点 风景
马马努卡群岛,attraction,成功,/images/landmarks/04874e2ac90f.jpg,bing:马马努卡群岛 景点 风景
亚萨瓦群岛,attraction,成功,/images/landmarks/e38378e61369.jpg,baike_og
苏瓦博物馆,attraction,成功,/images/landmarks/362c657d280d.jpg,bing:苏瓦博物馆 景点 风景
波拉波拉岛,attraction,成功,/images/landmarks/dd3513e0bd77.jpg,cache
茉莉亚岛,attraction,失败-保留旧URL,https://picsum.photos/seed/18166c6580a7/800/800,all_failed
帕皮提市场,attraction,成功,/images/landmarks/a4c0e89ba66c.jpg,bing:帕皮提市场 景点 风景
塔希提黑沙滩,attraction,失败-保留旧URL,https://picsum.photos/seed/790eaddd4ebe/800/800,all_failed
吉萨金字塔,attraction,成功,/images/landmarks/5f6a3e60941c.jpg,bing:吉萨金字塔 景点 风景
狮身人面像,attraction,成功,/images/landmarks/bb98963089ec.jpg,baike_og
卢克索神庙,attraction,成功,/images/landmarks/c2c9486292e7.jpg,baike_og
帝王谷,attraction,成功,/images/landmarks/c2dc2a808a38.jpg,baike_og
阿布辛贝神庙,attraction,成功,/images/landmarks/d1c04e9a300a.jpg,baike_og
埃及博物馆,attraction,成功,/images/landmarks/01856144c928.jpg,baike_og
红海潜水,attraction,成功,/images/landmarks/eed426e747cc.jpg,bing:红海潜水 景点 风景
黑白沙漠,attraction,成功,/images/landmarks/8077cc5eea82.jpg,bing:黑白沙漠 景点 风景
舍夫沙万蓝城,attraction,成功,/images/landmarks/27a9a5be6045.jpg,bing:舍夫沙万蓝城 景点 风景
马拉喀什广场,attraction,成功,/images/landmarks/b2eda793eafd.jpg,bing:马拉喀什广场 景点 风景
撒哈拉沙漠,attraction,成功,/images/landmarks/9ea3483a9c91.jpg,baike_og
菲斯古城,attraction,成功,/images/landmarks/b1e94de651af.jpg,bing:菲斯古城 景点 风景
哈桑二世清真寺,attraction,成功,/images/landmarks/04a3c3900d25.jpg,baike_og
阿伊特·本·哈杜村,attraction,成功,/images/landmarks/a05ab1c9b688.jpg,bing:阿伊特·本·哈杜村 景点 风景
桌山,attraction,成功,/images/landmarks/6c810a312c3b.jpg,baike_og
克鲁格国家公园,attraction,成功,/images/landmarks/c5b74aac4879.jpg,cache
好望角,attraction,成功,/images/landmarks/5d7d604bcc90.jpg,baike_og
花园大道,attraction,成功,/images/landmarks/9aea3dd9d722.jpg,cache
赫曼努斯观鲸,attraction,成功,/images/landmarks/3e928c6a8792.jpg,bing:赫曼努斯观鲸 景点 风景
布莱德河峡谷,attraction,成功,/images/landmarks/61c27f6c16f5.jpg,bing:布莱德河峡谷 景点 风景
马赛马拉国家保护区,attraction,失败-保留旧URL,https://picsum.photos/seed/0bbcbce5c34e/800/800,all_failed
安博塞利国家公园,attraction,成功,/images/landmarks/559b7e335cc9.jpg,baike_og
纳库鲁湖,attraction,成功,/images/landmarks/e6abea9a150f.jpg,baike_og
内罗毕国家公园,attraction,成功,/images/landmarks/ee7824f9f442.jpg,baike_og
蒙巴萨海滩,attraction,成功,/images/landmarks/508aed359484.jpg,bing:蒙巴萨海滩 景点 风景
塞伦盖蒂国家公园,attraction,成功,/images/landmarks/7cceae469314.jpg,baike_og
乞力马扎罗山,attraction,成功,/images/landmarks/66f625b2ac12.jpg,baike_og
恩戈罗恩戈罗火山口,attraction,成功,/images/landmarks/f9636537e467.jpg,baike_og
桑给巴尔石头城,attraction,成功,/images/landmarks/ccd600a7fed9.jpg,baike_og
塞卢斯禁猎区,attraction,成功,/images/landmarks/6c47ffb9e7bd.jpg,baike_og
鹿岛,attraction,成功,/images/landmarks/95c914e84fe7.jpg,baike_og
蓝湾,attraction,成功,/images/landmarks/7a1f3c8946e2.jpg,cache
七色土,attraction,成功,/images/landmarks/03fcbed53159.jpg,bing:七色土 景点 风景
路易港,attraction,成功,/images/landmarks/3b1c19aec688.jpg,cache
黑河谷国家公园,attraction,失败-保留旧URL,https://picsum.photos/seed/387c0e5bff44/800/800,all_failed
圣家族大教堂,attraction,成功,/images/landmarks/8f15c1913378.jpg,baike_og
基督像,attraction,成功,/images/landmarks/504ab2142f79.jpg,bing:基督像 景点 风景
金字塔,attraction,成功,/images/landmarks/9d7bf62166dc.jpg,bing:金字塔 景点 风景
喀纳斯,attraction,成功,/images/landmarks/24a7a2605979.jpg,cache
天安门,attraction,成功,/images/landmarks/829651cd0f76.jpg,baike_og
故宫角楼,attraction,成功,/images/landmarks/cd1616d0fe4b.jpg,baike_og
长城秋色,attraction,成功,/images/landmarks/65f0e0cebc0a.jpg,bing:长城秋色 景点 风景
布达拉宫夜景,attraction,成功,/images/landmarks/9a7bc02f075e.jpg,bing:布达拉宫夜景 景点 风景
张家界天门洞,attraction,成功,/images/landmarks/be8a9b5d578a.jpg,bing:张家界天门洞 景点 风景
阳朔十里画廊,attraction,成功,/images/landmarks/b7408ec3add4.jpg,baike_og
黄山西海,attraction,成功,/images/landmarks/039b1660a0bd.jpg,bing:黄山西海 景点 风景
九寨沟五花海,attraction,成功,/images/landmarks/3fc77d8d5254.jpg,baike_og
稻城三神山,attraction,成功,/images/landmarks/33557ad9529e.jpg,baike_og
漓江竹筏,attraction,成功,/images/landmarks/6aecb6d0403c.jpg,bing:漓江竹筏 景点 风景
元阳梯田日出,attraction,成功,/images/landmarks/3bb15455877e.jpg,bing:元阳梯田日出 景点 风景
霞浦S弯,attraction,失败-保留旧URL,https://picsum.photos/seed/5d52fc251068/800/800,all_failed
婺源石城,attraction,成功,/images/landmarks/594168ec8ee7.jpg,baike_og
呼伦贝尔莫日格勒河,attraction,成功,/images/landmarks/dc5d880b9850.jpg,bing:呼伦贝尔莫日格勒河 景点 风景
巴音布鲁克九曲十八弯,attraction,成功,/images/landmarks/6cd0f0c09b55.jpg,bing:巴音布鲁克九曲十八弯 景点 风景
喀纳斯月亮湾,attraction,成功,/images/landmarks/6d9ddd921252.jpg,bing:喀纳斯月亮湾 景点 风景
禾木晨雾,attraction,成功,/images/landmarks/60c6bab3cc5a.jpg,bing:禾木晨雾 景点 风景
伊犁杏花沟,attraction,成功,/images/landmarks/45f61fda4de0.jpg,bing:伊犁杏花沟 景点 风景
林芝桃花,attraction,成功,/images/landmarks/18b92e5b49b8.jpg,bing:林芝桃花 景点 风景
漠河极光,attraction,失败-保留旧URL,https://picsum.photos/seed/dcf4cac2692c/800/800,all_failed
雪乡夜景,attraction,成功,/images/landmarks/54a9e11c183d.jpg,bing:雪乡夜景 景点 风景
长白山天池冬,attraction,成功,/images/landmarks/822dcf22da82.jpg,bing:长白山天池冬 景点 风景
雾凇岛雾凇,attraction,成功,/images/landmarks/27fb4071dfad.jpg,bing:雾凇岛雾凇 景点 风景
鼓浪屿日光岩,attraction,成功,/images/landmarks/0585b7f91d25.jpg,bing:鼓浪屿日光岩 景点 风景
三亚海棠湾,attraction,成功,/images/landmarks/96a507614954.jpg,bing:三亚海棠湾 景点 风景
涠洲岛日出,attraction,成功,/images/landmarks/ab5cd0aad278.jpg,bing:涠洲岛日出 景点 风景
普者黑荷花,attraction,失败-保留旧URL,https://picsum.photos/seed/f6bda03db581/800/800,all_failed
荔波卧龙潭,attraction,成功,/images/landmarks/dd0be5ea4b55.jpg,bing:荔波卧龙潭 景点 风景
千户苗寨夜景,attraction,成功,/images/landmarks/dfad0aa765b9.jpg,bing:千户苗寨夜景 景点 风景
梵净山蘑菇石,attraction,成功,/images/landmarks/1c342aea5575.jpg,bing:梵净山蘑菇石 景点 风景
黄果树水帘洞,attraction,成功,/images/landmarks/53de4da9da03.jpg,baike_og
万峰林八卦田,attraction,失败-保留旧URL,https://picsum.photos/seed/e691f28e6aa0/800/800,all_failed
敦煌鸣沙山,attraction,成功,/images/landmarks/1b31d0bd1772.jpg,bing:敦煌鸣沙山 景点 风景
茶卡盐湖人像,attraction,成功,/images/landmarks/2193fc9c8957.jpg,bing:茶卡盐湖人像 景点 风景
青海湖骑行,attraction,成功,/images/landmarks/c9d73df869ba.jpg,bing:青海湖骑行 景点 风景
峨眉山金顶,attraction,成功,/images/landmarks/5a473f69e42a.jpg,bing:峨眉山金顶 景点 风景
洱海S弯,attraction,成功,/images/landmarks/fee3e028fb4b.jpg,bing:洱海S弯 景点 风景
羊卓雍措环湖,attraction,成功,/images/landmarks/341202d5f8bd.jpg,bing:羊卓雍措环湖 景点 风景
纳木错星空,attraction,成功,/images/landmarks/fe071ff604ea.jpg,bing:纳木错星空 景点 风景
珠峰日照金山,attraction,成功,/images/landmarks/228135979157.jpg,bing:珠峰日照金山 景点 风景
